Facility,Start Date,End Date,Region,State,Non-Add,Facility Type,Primary Facility,Center Area,Old Level,New Level,Class,Hours Of Ops,AT MIL,Oceanic,Arpt Ops,Instr Appr,Acft Handled,Instr Ops,Stage III/TCA,Seasonal,Classification
ABR:Aberdeen,------,Present,C,SD,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ABY:Albany/SW GA Regional,201302,Present,7,GA,Yes,G,ZJX,ZJX,0,13,,153,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
ACB:Bellaire,------,Present,C,MI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ACJ:Americus/Souther Field,199210,Present,7,GA,Yes,F,CSG,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ACQ:Waseca,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ACT:Waco Tower,201309,Present,2,TX,No,B,ACT,ZFW,3,5,D,180,No,No,Yes,Yes,No,Yes,No,No,(3) Combined TRACON & Tower with Radar
ACV:Arcata,------,Present,4,CA,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ACY:Atlantic City Int`l,200808,Present,1,NJ,No,B,ACY,ZDC,3,8,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
ACZ:Wallace/Henderson Field,198910,Present,7,NC,Yes,F,ILM,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ADC:Wadena Muni Arpt,200112,Present,C,MN,Yes,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ADG:Adrian/Lenawee County,199610,Present,C,MI,Yes,F,TOL,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ADH:Ada Municipal,199610,Present,2,OK,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ADK:Adak Island/Adak NAF,199610,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ADM:Ardmore Municipal,201302,Present,2,OK,Yes,G,ZFW,ZFW,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
ADT:Atwood/Rawlins County,------,Present,3,KS,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ADU:Audubon,------,Present,3,IA,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ADW:Camp Springs/Andrews AFB,200712,Present,1,MD,Yes,C,PCT,ZDC,3,6,B,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
ADZ:San Andres Island,------,Present,7,CZ,No,F,ZLB,ZLB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AED:Red Dog,199610,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AEG:Double Eagle II,202002,Present,2,NM,Yes,G,ABQ,ZAB,0,0,D,160,No,No,Yes,No,No,No,No,No,(11) Federal Contract Tower
AEL:Albert Lea,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AET:Allakaket,199310,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AEX:Alexandria International,200410,Present,2,LA,Yes,G,POE,ZHU,0,,D,240,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
AFJ:Washington County,------,Present,1,PA,Yes,F,PIT,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AFK:Nebraska City Municipal,199906,Present,C,NE,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AFM:Ambler,199610,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AFN:Jaffery Muni-Silver Ranch,199610,Present,E,NH,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AFP:Anson County Arpt,200110,Present,7,NC,Yes,F,CLT,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AFW:Ft Worth/Alliance,200910,Present,2,TX,Yes,E,D10,ZFW,2,5,D,240,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
AGC:Pittsburgh/Allegheny Cnty,201109,Present,1,PA,Yes,E,PIT,ZOB,2,5,D,240,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
AGO:Magnolia Municipal,199610,Present,2,AR,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AGS:Augusta/Bush Field,200809,Present,7,GA,No,B,AGS,ZTL,2,6,T,163,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
AHH:Amery Municipal,------,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AHN:Athens/Ben Epps,201302,Present,7,GA,Yes,G,A80,ZTL,0,13,D,120,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
AHQ:Wahoo,198710,Present,3,NE,Yes,F,R90,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AIA:Alliance Municipal,199110,Present,3,NE,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AID:Anderson Muni Tower,201312,Present,C,IN,No,F,ZID,ZID,,,,240,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AIG:Antigo,198910,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AIK:Aiken Municipal,199610,Present,7,SC,Yes,F,AGS,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AIO:Atlantic,------,Present,3,IA,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AIT:Aitkin Municipal,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AIV:Aliceville/George Downer,202002,Present,7,AL,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AIY:Atlantic City Muni/Bader,199610,Present,1,NJ,Yes,F,ACY,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AIZ:Kaiser/Lake Ozark,199610,Present,3,MO,Yes,F,SGF,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AJG:Mount Carmel Municipal,199210,Present,C,IL,Yes,F,EVV,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AJR:Cornelia/Habersham Cnty,------,Present,7,GA,No,F,ZTL,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AK24:Chugiak/Hilltop,199710,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AKH:Gastonia Municipal,199510,Present,7,NC,Yes,F,CLT,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AKN:King Salmon Tower,202008,Present,5,AK,Yes,G,ZAN,ZAN,0,13,D,140,No,No,Yes,Yes,No,Yes,No,Yes,(11) Federal Contract Tower
AKO:Akron/Washington County,199110,Present,S,CO,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AKQ:Wakefield Municipal,199610,Present,1,VA,Yes,F,ORF,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AKR:Akron Fulton International,199610,Present,C,OH,Yes,F,CAK,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AL05:Hurtsboro/Sehoy,199510,Present,7,AL,Yes,F,CSG,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AL15:Gulf Shores/Jack Edwards,198909,Present,7,AL,Yes,F,P31,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AL25:Roba/Spratling Field,------,Present,7,AL,Yes,F,CSG,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ALB:Albany County,200801,Present,1,NY,No,B,ALB,ZBW,3,8,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
ALD:Allendale,------,Present,7,SC,No,F,ZJX,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ALI:Alice International,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ALM:Alamogordo-White Sands Rgn,202002,Present,2,NM,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ALN:Alton/St Louis Regional,201302,Present,C,IL,Yes,G,T75,ZKC,0,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
ALO:Waterloo Municipal,201005,Present,3,IA,No,B,ALO,ZAU,2,5,D,140,No,No,Yes,Yes,No,Yes,No,No,(3) Combined TRACON & Tower with Radar
ALS:Alamosa/San Luis Vlly Rgnl,199610,Present,S,CO,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ALW:Walla Walla Regional,201302,Present,S,WA,Yes,G,PSC,ZSE,0,13,D,125,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
ALX:Alexander City/Russell Fld,199610,Present,7,AL,Yes,F,MGM,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AMA:Amarillo Tower,202002,Present,2,TX,No,B,AMA,ZAB,3,6,C,180,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
AMG:Alma,------,Present,7,GA,No,F,ZJX,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AMN:Alma/Giratiot Community,199610,Present,C,MI,Yes,F,MBS,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AMT:W Union/Alexander Salamon,------,Present,C,OH,No,F,ZID,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AMW:Ames Municipal,199610,Present,3,IA,Yes,F,DSM,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ANA:Anaheim-Disneyland Heliprt,199610,Present,4,CA,Yes,F,SCT,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ANB:Anniston,------,Present,7,AL,Yes,F,BHM,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ANC:Anchorage International,200708,Present,5,AK,Yes,C,A11,ZAN,3,8,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
AND:Anderson County,199510,Present,7,SC,Yes,F,GSP,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ANE:Minneapolis/Anoka Cnty,201302,Present,C,MN,Yes,G,M98,ZMP,0,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
ANI:Aniak,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ANN:Annette Island,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ANP:Annapolis/Lee,199604,Present,1,MD,Yes,F,BWI,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ANQ:Angola/TriState Steuben Co,199610,Present,C,IN,Yes,F,FWA,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ANW:Ainsworth Municipal,199110,Present,3,NE,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ANY:Anthony Municipal,------,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AOC:Arco-Butte County,199710,Present,S,ID,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AOH:Lima Allen County,------,Present,C,OH,No,F,ZID,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AOO:Altoona,------,Present,1,PA,No,F,ZOB,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AOV:Ava/B Martin Memorial,199210,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
APA:Denver/Centennial,201108,Present,S,CO,Yes,E,D01,ZDV,3,8,D,240,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
APC:Napa Tower,201312,Present,4,CA,Yes,E,ZOA,ZOA,2,4,D,130,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
APF:Naples Municipal,201302,Present,7,FL,Yes,G,RSW,ZMA,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
APG:Aberdeen/Phillips AAF,200302,Present,1,MD,Yes,F,PCT,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
APH:Fort A P Hill AAF,200302,Present,1,VA,Yes,F,PCT,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
APN:Alpena,------,Present,C,MI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
APT:Jasper/Marion Co-Brwn Fld,------,Present,7,TN,Yes,F,CHA,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
APV:Apple Valley,199803,Present,4,CA,Yes,F,E10,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AQP:Appleton Municipal,199510,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ARA:New Iberia/Acadiana Rgnl,201302,Present,2,LA,Yes,G,LFT,ZHU,0,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
ARB:Ann Arbor Municipal,201107,Present,C,MI,Yes,E,D21,ZOB,2,5,D,120,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
ARG:Walnut Ridge,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ARR:Chicago/Aurora Municipal,201109,Present,C,IL,Yes,E,C90,ZAU,2,5,D,140,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
ART:Watertown International,199610,Present,1,NY,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ARV:Minocqua Woodruff Lakeland,------,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ASD:Slidell,199809,Present,2,LA,Yes,F,MSY,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ASE:Aspen Tower,201312,Present,S,CO,No,B,ASE,ZDV,2,5,D,240,No,No,Yes,Yes,No,Yes,No,No,(3) Combined TRACON & Tower with Radar
ASG:Springdale Municipal,202002,Present,2,AR,Yes,G,FSM,ZME,0,0,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
ASH:Nashua/Boire Field,201302,Present,E,NH,Yes,G,A90,ZBW,0,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
ASJ:Ahoskie/Tri-County,198910,Present,7,NC,No,F,ZDC,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ASL:Marshall/Harrison County,199510,Present,2,TX,Yes,F,SHV,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ASN:Talladega Municipal,------,Present,7,GA,Yes,F,BHM,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AST:Astoria,------,Present,S,OR,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ASW:Warsaw Municipal,199610,Present,C,IN,Yes,F,FWA,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ASX:Ashland/JFK Memorial,------,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ATA:Atlanta Municipal,------,Present,2,TX,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ATL:Hartsfield-Jackson Atlanta Int`l,200906,Present,7,GA,Yes,C,A80,ZTL,5,12,B,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
ATS:Artesia Municipal,202002,Present,2,NM,Yes,F,ROW,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ATW:Appleton/Outagamie County,201302,Present,C,WI,Yes,G,GRB,ZMP,0,13,D,175,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
ATY:Watertown,------,Present,C,SD,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AUG:Augusta State,199610,Present,E,ME,Yes,F,PWM,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AUH:Aurora Municipal,------,Present,3,NE,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AUM:Austin Municipal,------,Present,C,MN,Yes,F,RST,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AUN:Auburn Municipal,200210,Present,4,CA,Yes,F,NCT,ZOA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AUO:Auburn,------,Present,7,AL,Yes,F,CSG,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AUS:Austin Tower,201312,Present,2,TX,No,B,AUS,ZHU,4,8,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
AUW:Wausau,------,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AVC:South Hill,199501,Present,1,VA,No,F,ZDC,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AVL:Asheville Regional,201012,Present,7,NC,No,B,AVL,ZTL,3,6,C,165,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
AVO:Avon Park Municipal,199510,Present,7,FL,No,F,ZTL,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AVP:Wilkes-Barre Tower,201312,Present,1,PA,No,B,AVP,ZNY,3,6,T,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
AVX:Avalon/Catalina,------,Present,4,CA,No,F,ZLA,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AWG:Washington Municipal,199510,Present,3,IA,Yes,F,CID,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AWM:West Memphis Municipal,202002,Present,2,AR,Yes,F,MEM,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AWO:Arlington Municipal,199510,Present,S,WA,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AXA:Algona,------,Present,3,IA,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AXH:Houston/Southwest,199310,Present,2,TX,Yes,F,I90,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AXN:Alexandria,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AXS:Altus Municipal,------,Present,2,OK,Yes,F,LTS,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AXV:Wapakoneta/Neil Armstrong,------,Present,C,OH,Yes,F,DAY,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AYS:Waycross,------,Present,7,GA,No,F,ZJX,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AZE:Hazelhurst,199410,Present,7,GA,No,F,ZJX,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
AZO:Kalamazoo/Battle Creek Int,201301,Present,C,MI,No,B,AZO,ZAU,3,6,T,170,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
B09:Tewksbury/Tew-Mac,199610,Present,E,MA,Yes,F,A90,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
B16:Weedsport/Whitfords,199610,Present,1,NY,Yes,F,SYR,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
B19:Biddeford Municipal,199610,Present,E,ME,Yes,F,PWM,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
B24:Hamilton Municipal,199610,Present,1,NY,Yes,F,SYR,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BAB:Marysville/Beale AFB,200210,Present,4,CA,Yes,F,NCT,ZOA,0,0,,150,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BAD:Bossier City/Barksdale AFB,199510,Present,2,LA,Yes,F,SHV,ZFW,,,,240,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BAF:Westfield/Barnes Municipal,201302,Present,E,MA,Yes,G,Y90,ZBW,0,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
BAK:Columbus Municipal,201302,Present,C,IN,Yes,G,IND,ZID,0,13,D,155,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
BAM:Battle Mountain,------,Present,4,NV,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BAX:Bad Axe,------,Present,C,MI,No,F,ZOB,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BAZ:New Braunfels Municipal,201010,Present,2,TX,Yes,G,SAT,ZHU,0,0,D,120,No,No,Yes,Yes,No,No,No,No,(11) Federal Contract Tower
BBB:Benson,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BBD:Brady/Curtis Field,199310,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BBG:Branson Tower,201312,Present,3,MO,Yes,G,SGF,ZKC,0,,D,150,No,No,Yes,No,No,No,No,No,(11) Federal Contract Tower
BBP:Marlboro County,------,Present,7,SC,Yes,F,FLO,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BBW:Broken Bow Municipal,199110,Present,3,NE,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BCB:Blacksburg/VA Tech,199610,Present,1,VA,Yes,F,ROA,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BCE:Bryce Canyon,199210,Present,S,UT,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BCK:Black River Falls,------,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BCT:Boca Raton,201302,Present,7,FL,Yes,G,PBI,ZMA,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
BDE:Baudette,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BDG:Blanding Municipal,199110,Present,S,UT,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BDL:Windsor Locks/Bradley Intl,200607,Present,E,CT,Yes,C,Y90,ZBW,3,7,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
BDN:Bend Municipal,199812,Present,S,OR,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BDQ:Morrilton Municipal,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BDR:Bridgeport/Sikorsky Mem,201302,Present,E,CT,Yes,G,N90,ZNY,0,13,D,155,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
BDT:Bocas Del Toro,------,Present,7,PR,No,F,ZSU,ZSU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BEC:Beech Factory Tower,201312,Present,3,KS,Yes,F,ICT,ZKC,,,,240,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BED:Bedford/Hanscom Field,201108,Present,E,MA,Yes,E,A90,ZBW,2,7,D,160,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
BEH:Benton Harbor/SW MI Rgnl,199610,Present,C,MI,Yes,F,SBN,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BFA:Boyne Falls Mountain,------,Present,C,MI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BFD:Bradford Regional,199310,Present,1,PA,No,F,ZOB,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BFF:Scottsbluff/W B Heilig Fld,199110,Present,3,NE,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BFI:Boeing Tower,201312,Present,S,WA,Yes,E,S46,ZSE,2,7,D,240,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
BFL:Bakersfield/Meadows Fld,200904,Present,4,CA,No,B,BFL,ZLA,3,7,D,170,No,No,Yes,Yes,No,Yes,No,No,(3) Combined TRACON & Tower with Radar
BFM:Mobile Downtown,201302,Present,7,AL,Yes,G,MOB,ZHU,0,13,D,120,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
BFR:Bedford/V L Grissom Muni,199210,Present,C,IN,No,F,ZID,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BFW:Silver Bay Municipal,199510,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BGD:Borger,202002,Present,2,TX,Yes,F,AMA,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BGE:Bainbridge Decatur County,------,Present,7,GA,Yes,F,TLH,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BGF:Winchester Municipal,202002,Present,7,TN,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
BGM:Binghamton Rgnl/Link Field,200907,Present,1,NY,No,B,BGM,ZNY,2,5,T,180,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
BGR:Bangor Tower,201312,Present,E,ME,No,B,BGR,ZBW,3,5,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
BHB:Bar Harbor,------,Present,E,ME,Yes,F,BGR,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
